STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
722780,23183, 20150213,   67.2,24,   33.6,24, 1018.5,24,  979.5,24,  10.0,24,   4.9,24,   9.9, 999.9,   80.1 ,  55.0 , 0.00G,999.9, 000000,
722780,23183, 20150214,   69.0,24,   37.0,24, 1016.7,24,  977.9,24,  10.0,24,   2.3,24,   8.0, 999.9,   82.9 ,  54.0 , 0.00G,999.9, 000000,
722780,23183, 20150215,   71.2,24,   44.7,24, 1013.4,24,  974.9,24,  10.0,24,   4.1,24,  11.1, 999.9,   82.9 ,  54.0 , 0.00G,999.9, 000000,
722780,23183, 20150216,   66.7,24,   49.3,24, 1012.6,24,  973.9,24,  10.0,24,   5.7,24,  12.0, 999.9,   79.0 ,  55.0 , 0.00G,999.9, 000000,
722780,23183, 20150217,   67.6,24,   32.9,24, 1014.7,24,  975.9,24,  10.0,24,   5.5,24,  15.0, 999.9,   79.0 ,  55.0 , 0.00G,999.9, 000000,
722780,23183, 20150218,   64.3,24,   23.8,24, 1018.0,24,  979.0,24,  10.0,24,   4.8,24,   8.9, 999.9,   79.0 ,  50.0 , 0.00G,999.9, 000000,
722780,23183, 20150219,   65.3,24,   28.8,24, 1016.8,24,  977.9,24,  10.0,24,   4.5,24,   7.0, 999.9,   80.1 ,  50.0 , 0.00G,999.9, 000000,
722780,23183, 20150220,   66.4,24,   31.7,24, 1012.8,24,  974.1,24,  10.0,24,   4.3,24,   9.9, 999.9,   80.1 ,  52.0 , 0.00G,999.9, 000000,
722780,23183, 20150221,   66.9,24,   35.7,24, 1009.8,24,  971.2,24,  10.0,24,   4.4,24,   8.9, 999.9,   79.0 ,  54.0 , 0.00G,999.9, 000000,
722780,23183, 20150222,   66.1,24,   40.5,24, 1007.8,24,  969.2,24,  10.0,24,   4.5,24,  12.0,  20.0,   79.0 ,  54.0 , 0.00G,999.9, 000000,
722780,23183, 20150223,   64.1,24,   46.0,24, 1011.3,24,  972.5,24,  10.0,24,   7.8,24,  17.1,  21.0,   72.0 ,  55.9 , 0.00G,999.9, 010000,
722780,23183, 20150224,   58.7,24,   41.7,24, 1014.8,24,  975.7,24,  10.0,24,   7.1,24,  25.1,  28.9,   70.0 ,  51.1 , 0.01G,999.9, 010000,
722780,23183, 20150225,   57.5,24,   36.9,24, 1018.1,24,  978.8,24,  10.0,24,   5.4,24,   8.9, 999.9,   72.0 ,  46.9 , 0.00G,999.9, 000000,
722780,23183, 20150226,   62.7,24,   32.0,24, 1011.8,24,  972.9,24,  10.0,24,   5.3,24,  11.1, 999.9,   77.0 ,  46.9 , 0.00G,999.9, 000000,
722780,23183, 20150227,   63.7,24,   28.4,24, 1005.7,24,  967.1,24,  10.0,24,   6.9,24,  12.0,  19.0,   78.1 ,  50.0 , 0.00G,999.9, 000000,
722780,23183, 20150228,   66.0,24,   40.4,24, 1005.4,24,  967.1,24,  10.0,24,   6.9,24,  13.0,  18.1,   78.1 ,  50.0 , 0.00G,999.9, 000000,
